"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	0	55096	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"5-9 years"	"5-9"	0	65881	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	73548	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	74508	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	0	63751	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	0	60074	0.00
"Total"	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"			44	953754	4.61
"Total"	"New Mexico"	"35"	"2005"	"2005"					70	1932274	3.62
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	13977	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	0	54960	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	0	64261	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	0	69982	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	73765	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	68471	0.00
"Total"	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"			39	993969	3.92
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	14505	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	56183	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	0	72793	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	77528	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	0	66335	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"35-39 years"	"35-39"	0	60492	0.00
"Total"	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"			36	968168	3.72
"Total"	"New Mexico"	"35"	"2006"	"2006"					75	1962137	3.82
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	14406	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	55768	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"5-9 years"	"5-9"	0	65463	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"10-14 years"	"10-14"	0	69350	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	73811	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	0	66683	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	0	58413	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	0	62626	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	0	67484	0.00
"Total"	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"			24	1007922	2.38
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	15212	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"5-9 years"	"5-9"	0	67889	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	0	71792	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	0	77366	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"70-74 years"	"70-74"	0	28818	0.00
"Total"	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"			41	982148	4.17
"Total"	"New Mexico"	"35"	"2007"	"2007"					65	1990070	3.27
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	14274	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	0	56445	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	68765	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	0	73912	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	0	59488	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	0	64964	0.00
"Total"	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"			38	1018578	3.73
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	15109	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	0	69309	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	0	71173	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	0	77431	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	0	69093	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	0	60619	0.00
"Total"	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"			56	992084	5.64
"Total"	"New Mexico"	"35"	"2008"	"2008"					94	2010662	4.68
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	14406	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	0	57066	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	0	68851	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	0	68891	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	0	68808	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	0	67997	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	0	60951	0.00
"Total"	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"			32	1031238	3.10
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	14848	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	0	59504	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	0	71114	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	0	71419	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	0	77162	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	0	72240	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	0	71112	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	0	62000	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	0	61320	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	0	15013	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	0	11033	0.00
"Total"	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"			39	1005564	3.88
"Total"	"New Mexico"	"35"	"2009"	"2009"					71	2036802	3.49
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	13667	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	57072	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	0	70673	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	0	69901	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	0	72916	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	0	68484	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	0	62974	0.00
"Total"	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"			37	1044290	3.54
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	14228	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	0	59744	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	0	72805	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	0	72214	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	0	76728	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	0	73679	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	0	71656	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	0	65208	0.00
"Total"	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"			49	1020670	4.80
"Total"	"New Mexico"	"35"	"2010"	"2010"					86	2064960	4.16
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	13693	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	0	56785	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	0	71938	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	0	68940	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	0	65135	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	0	60883	0.00
"Total"	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"			40	1052298	3.80
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	0	13970	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	0	59400	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	0	73134	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	0	72817	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	0	75807	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	0	76264	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	0	72224	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	0	60765	0.00
"Total"	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"			48	1030028	4.66
"Total"	"New Mexico"	"35"	"2011"	"2011"					88	2082326	4.23
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	13134	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	0	71020	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	0	70623	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	70807	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	0	68434	0.00
"Total"	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"			36	1054531	3.41
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	0	73151	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	0	78914	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	0	72194	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	0	60883	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	0	62738	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	0	71904	0.00
"Total"	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"			44	1035920	4.25
"Total"	"New Mexico"	"35"	"2012"	"2012"					80	2090451	3.83
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	0	54606	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	0	70809	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	70729	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	0	74717	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	0	68024	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	0	67404	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	0	60326	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"50-54 years"	"50-54"	0	74212	0.00
"Total"	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"			37	1056366	3.50
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	13542	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	0	56568	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"10-14 years"	"10-14"	0	73217	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	0	73955	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	0	61605	0.00
"Total"	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"			40	1040349	3.84
"Total"	"New Mexico"	"35"	"2013"	"2013"					77	2096715	3.67
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	12686	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	0	52940	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	0	70294	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	0	70425	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	0	74366	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	0	67644	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	0	67762	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	0	60866	0.00
"Total"	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"			35	1054567	3.32
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	0	55448	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	0	73005	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	0	73393	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	0	71996	0.00
"Total"	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"			54	1040674	5.19
"Total"	"New Mexico"	"35"	"2014"	"2014"					89	2095241	4.25
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	12563	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	0	51833	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"5-9 years"	"5-9"	0	69385	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	0	70195	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	0	73052	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	0	67619	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	0	67784	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	0	61904	0.00
"Total"	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"			42	1054606	3.98
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	13111	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	0	54259	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	0	72099	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	0	72635	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	0	79838	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	0	72340	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	0	70958	0.00
"Total"	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"			57	1041620	5.47
"Total"	"New Mexico"	"35"	"2015"	"2015"					99	2096226	4.72
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	12213	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	0	50858	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	0	68413	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	0	70503	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	0	71394	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	0	68049	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	0	67866	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	0	63281	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	0	60787	0.00
"Total"	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"			47	1055582	4.45
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	12617	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	0	53405	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	0	71233	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	0	73788	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	0	78389	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	0	73138	0.00
"Total"	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"			42	1044156	4.02
"Total"	"New Mexico"	"35"	"2016"	"2016"					89	2099738	4.24
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	0	50121	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"5-9 years"	"5-9"	0	67145	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"10-14 years"	"10-14"	0	70545	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	0	70595	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	0	69708	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	0	68626	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	0	64534	0.00
"Total"	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"			48	1055583	4.55
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	12182	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	0	52307	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	0	69712	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"10-14 years"	"10-14"	0	73130	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	0	74172	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	0	76571	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	0	73973	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	0	71169	0.00
"Total"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"			65	1045370	6.22
"Total"	"New Mexico"	"35"	"2017"	"2017"					113	2100953	5.38
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	11120	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	0	48927	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"10-14 years"	"10-14"	0	70514	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	0	70976	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	0	68530	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	0	68814	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	0	58568	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	0	60247	0.00
"Total"	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"			45	1056064	4.26
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	11637	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	0	50906	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	0	68461	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"10-14 years"	"10-14"	0	73612	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	0	74558	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	0	75283	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	0	73868	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	0	59648	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	0	60072	0.00
"Total"	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"			47	1046937	4.49
"Total"	"New Mexico"	"35"	"2018"	"2018"					92	2103001	4.37
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	11252	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	0	47746	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	0	64659	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	0	70739	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	0	71262	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	0	68300	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	68805	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	0	66694	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	0	66887	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	0	59466	0.00
"Total"	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"			47	1059143	4.44
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	11456	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	0	49505	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	0	67543	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	0	74925	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	75039	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	0	73949	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	16	58309	27.44
"Total"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"			70	1050942	6.66
"Total"	"New Mexico"	"35"	"2019"	"2019"					117	2110085	5.54
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	10842	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	46805	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"5-9 years"	"5-9"	0	63811	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	70285	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	0	71118	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	0	69228	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"30-34 years"	"30-34"	0	67396	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	0	59737	0.00
"Total"	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"			42	1062443	3.95
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	11296	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	0	48372	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"10-14 years"	"10-14"	0	73169	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	0	73240	0.00
"Total"	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"			62	1055947	5.87
