"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	16	298481	5.36
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	16	307155	5.21
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"45-49 years"	"45-49"	17	299357	5.68
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"50-54 years"	"50-54"	27	315727	8.55
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	49	328530	14.91
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	42	297849	14.10
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	42	231990	18.10
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	45	179943	25.01
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	35	117394	29.81
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"80-84 years"	"80-84"	17	72584	23.42
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	"85+ years"	"85+"	23	65152	35.30
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	18	290013	6.21
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"50-54 years"	"50-54"	16	319196	5.01
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"55-59 years"	"55-59"	22	332381	6.62
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	33	316375	10.43
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	43	264587	16.25
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	40	222522	17.98
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	26	156597	16.60
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	20	108241	18.48
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	"85+ years"	"85+"	17	131551	12.92
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"35-39 years"	"35-39"	16	311172	5.14
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	21	301367	6.97
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"45-49 years"	"45-49"	19	290511	6.54
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"50-54 years"	"50-54"	32	313382	10.21
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"55-59 years"	"55-59"	41	322068	12.73
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	48	301638	15.91
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	42	238505	17.61
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	37	186927	19.79
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	28	120843	23.17
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	13059	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	0	59377	0.00
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	0	7307	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	60118	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	13576	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	0	52521	0.00
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	0	75534	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	13331	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	66743	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	0	62482	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	0	72735	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"65-69 years"	"65-69"	0	33495	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	0	17110	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	13693	0.00
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	75221	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	0	65238	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	65321	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	"80-84 years"	"80-84"	0	17964	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	13691	0.00
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	0	67750	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	13673	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	0	52311	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	63852	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	71108	0.00
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	0	8363	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	13641	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	71910	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	68545	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	59705	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	0	71911	0.00
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	"20-24 years"	"20-24"	0	73820	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	14111	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	54022	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"5-9 years"	"5-9"	0	63551	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	68670	0.00
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	"35-39 years"	"35-39"	0	61496	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	13977	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	0	69982	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	73765	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	0	64522	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	58162	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	14505	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	0	66526	0.00
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	74201	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	73811	0.00
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	15212	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	14274	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	0	66987	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	15109	0.00
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	0	69309	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	14406	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	0	67997	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	14848	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	0	77162	0.00
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	0	62000	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	13667	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	0	69911	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	0	68484	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	0	62974	0.00
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	0	72214	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	13693	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	0	70569	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	0	60883	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	0	21261	0.00
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	0	59400	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	70807	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	13662	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	0	73151	0.00
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	0	60883	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	12968	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	0	70077	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	0	74717	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	0	67404	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	0	60326	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	0	22204	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	0	70316	0.00
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	0	12726	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	12686	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	0	74366	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	0	60866	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	0	29933	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	13325	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	0	73005	0.00
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	0	73393	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	0	69986	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	0	67619	0.00
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	13111	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	0	50858	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	0	71394	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	0	71233	0.00
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	0	73788	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	12182	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	0	52307	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	0	69712	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"10-14 years"	"10-14"	0	73130	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	0	73973	0.00
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	0	67140	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	11120	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	0	48927	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	0	70976	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	0	68530	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	0	66726	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	0	60247	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	11637	0.00
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	0	50906	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	11252	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"5-9 years"	"5-9"	0	64659	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	0	71262	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	11456	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"5-9 years"	"5-9"	0	67543	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"10-14 years"	"10-14"	0	73483	0.00
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	75039	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	46805	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	70285	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	0	60960	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	0	74788	0.00
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	"25-29 years"	"25-29"	0	73240	0.00
	"New Mexico"	"35"	"2021"	"2021"	"Female"	"F"	"10-14 years"	"10-14"	0	69028	0.00
	"New Mexico"	"35"	"2021"	"2021"	"Female"	"F"	"35-39 years"	"35-39"	0	67625	0.00
	"New Mexico"	"35"	"2021"	"2021"	"Male"	"M"	"15-19 years"	"15-19"	0	73409	0.00
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	16	489965	3.27
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	17	620076	2.74
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	17	680520	2.50
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	20	745879	2.68
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	21	801120	2.62
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	34	762229	4.46
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"45-49 years"	"45-49"	41	682291	6.01
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	38	614943	6.18
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"55-59 years"	"55-59"	51	485263	10.51
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"60-64 years "	"60-64"	49	403835	12.13
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	50	360502	13.87
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"70-74 years"	"70-74"	75	352733	21.26
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"75-79 years"	"75-79"	54	304492	17.73
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"80-84 years"	"80-84"	44	220096	19.99
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	44	219824	20.02
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	28	512950	5.46
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	21	697061	3.01
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	22	667550	3.30
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	18	655454	2.75
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	17	616619	2.76
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	20	655814	3.05
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"30-34 years"	"30-34"	35	722719	4.84
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"35-39 years"	"35-39"	30	776315	3.86
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	42	730160	5.75
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	58	638554	9.08
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"50-54 years"	"50-54"	54	559297	9.65
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"55-59 years"	"55-59"	60	427852	14.02
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"60-64 years "	"60-64"	57	348089	16.38
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	59	297724	19.82
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"70-74 years"	"70-74"	61	264928	23.03
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"75-79 years"	"75-79"	50	202573	24.68
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	35	122092	28.67
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	20	84791	23.59
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	28	483818	5.79
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	20	657114	3.04
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	19	652171	2.91
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	18	661187	2.72
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	34	737160	4.61
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"35-39 years"	"35-39"	32	793110	4.03
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"40-44 years"	"40-44"	39	770921	5.06
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"45-49 years"	"45-49"	31	694750	4.46
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"50-54 years"	"50-54"	52	640605	8.12
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"55-59 years"	"55-59"	52	498333	10.43
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"60-64 years "	"60-64"	52	407443	12.76
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"65-69 years"	"65-69"	51	360435	14.15
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"70-74 years"	"70-74"	75	353024	21.25
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"75-79 years"	"75-79"	70	310650	22.53
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"80-84 years"	"80-84"	56	224702	24.92
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	50	225990	22.12
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	18	506509	3.55
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	32	687035	4.66
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	27	685391	3.94
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	27	662667	4.07
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	18	626623	2.87
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	19	637067	2.98
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	26	715113	3.64
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	33	768114	4.30
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	52	740542	7.02
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"45-49 years"	"45-49"	63	652532	9.65
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	65	582929	11.15
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"55-59 years"	"55-59"	57	438910	12.99
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"60-64 years "	"60-64"	47	351327	13.38
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"65-69 years"	"65-69"	65	295982	21.96
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"70-74 years"	"70-74"	53	265148	19.99
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"75-79 years"	"75-79"	67	204840	32.71
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"80-84 years"	"80-84"	35	124876	28.03
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	17	87815	19.36
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	24	473813	5.07
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	20	642781	3.11
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	22	663013	3.32
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	17	644803	2.64
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	19	731056	2.60
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"35-39 years"	"35-39"	34	782147	4.35
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	24	780601	3.07
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"45-49 years"	"45-49"	31	703782	4.40
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"50-54 years"	"50-54"	42	664041	6.32
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"55-59 years"	"55-59"	39	511072	7.63
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"60-64 years "	"60-64"	52	413566	12.57
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"65-69 years"	"65-69"	53	358863	14.77
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"70-74 years"	"70-74"	65	348406	18.66
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"75-79 years"	"75-79"	74	310842	23.81
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	54	230546	23.42
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	"85+ years"	"85+"	51	228332	22.34
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	21	495474	4.24
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	33	672134	4.91
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	19	643154	2.95
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"25-29 years"	"25-29"	27	621906	4.34
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"30-34 years"	"30-34"	30	708153	4.24
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	37	756890	4.89
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"40-44 years"	"40-44"	34	750007	4.53
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"45-49 years"	"45-49"	46	663124	6.94
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"50-54 years"	"50-54"	67	607115	11.04
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"55-59 years"	"55-59"	60	450461	13.32
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"60-64 years "	"60-64"	61	356440	17.11
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"65-69 years"	"65-69"	68	295501	23.01
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"70-74 years"	"70-74"	65	264368	24.59
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"75-79 years"	"75-79"	60	206183	29.10
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"80-84 years"	"80-84"	32	130394	24.54
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	"85+ years"	"85+"	20	89392	22.37
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	20	471787	4.24
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	26	625839	4.15
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	19	669978	2.84
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"35-39 years"	"35-39"	28	767314	3.65
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	22	780899	2.82
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"45-49 years"	"45-49"	34	717522	4.74
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"50-54 years"	"50-54"	47	657851	7.14
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"55-59 years"	"55-59"	61	546893	11.15
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"60-64 years "	"60-64"	51	424067	12.03
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"65-69 years"	"65-69"	53	359081	14.76
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"70-74 years"	"70-74"	65	343227	18.94
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	"75-79 years"	"75-79"	49	310528	15.78
